Va,Vb,Tb
5.0,1.0,10.0
4.999983215582369,1.000016784417639,10.001342753410505
4.999983215610541,1.000016784389409,10.00134270607359
4.999966431221081,1.000033568778818,10.002685412148853
4.999966431249253,1.000033568750588,10.002685364814436
4.998859364531292,1.0011406353343035,10.091146684459497
4.998859364531343,1.0011406353342949,10.091146865225452
4.997752420387499,1.002247579089928,10.179402779801315
4.997752420387499,1.0022475790900123,10.179403136680016
4.996645598817721,1.0033544000178243,10.267454535568989
4.996645598817721,1.0033544000179084,10.267454890798144
4.991981567789359,1.0080184255546156,10.636367891770524
4.991981567789359,1.0080184255552274,10.636370395969848
4.9931266836603685,1.0068733114489676,10.546109308327024
4.9931266836603685,1.006873311449318,10.546110757435073
4.989609008047213,1.0103909807779143,10.822730050309177
4.989609008047213,1.0103909807775484,10.822728418777261
4.986092571978256,1.0139074080079011,11.097329959661986
4.986092571978256,1.0139074080078894,11.09732982438748
4.982577375453497,1.017422593145685,11.369937011866126
4.982577375453497,1.0174225931456735,11.36993687864011
4.975550701036571,1.02444923716482,11.909254662927635
4.975550701036571,1.0244492371647653,11.909254044071256
4.968528984796436,1.0314709128769053,12.440848621960281
4.968528984796436,1.031470912876936,12.440849005348532
4.961512226733091,1.0384876203238282,12.964885580896988
4.961512226733091,1.0384876203238589,12.964885966088422
4.954500426846537,1.0454993595467916,13.481524556105784
4.954500426846537,1.0454993595467945,13.481524617944327
4.947493585136774,1.052506130586581,13.990920091290667
4.947493585136774,1.0525061305865837,13.990920150920353
4.929810745540781,1.0701887472979092,15.246793186240563
4.929810745540781,1.0701887472979563,15.24679418063574
4.912159562665715,1.0878396442982827,16.459691937159747
4.912159562665715,1.087839644298319,16.459692567214006
4.894540036511577,1.1054588222131205,17.63178119756796
4.894540036511577,1.1054588222130213,17.631778824791134
4.876952167078367,1.1230462816523876,18.76507393376087
4.876952167078367,1.1230462816523628,18.765073231443857
4.859395954366085,1.1406020232122491,19.86146528135255
4.859395954366085,1.1406020232122365,19.861464865903535
4.84187139837473,1.1581260474747206,20.92272251018342
4.84187139837473,1.1581260474747088,20.922722142893658
4.816114164569518,1.1838823888621592,22.425500826157418
4.816114164569518,1.183882388862121,22.425499689101255
4.790425623792335,1.2095699087742233,23.860512208526263
4.790425623792335,1.2095699087741878,23.86051126006111
4.764805776043181,1.2351886089222548,25.23222227739198
4.764805776043181,1.2351886089223276,25.2322246852364
4.739254621322056,1.2607384909643193,26.544722505729133
4.739254621322056,1.2607384909643518,26.54472359694101
4.71377215962896,1.2862195565073231,27.801747441874923
4.71377215962896,1.286219556507332,27.80174778985287
4.688358390963893,1.3116318071102544,29.00672825056543
4.688358390963893,1.3116318071102613,29.006728507151887
4.663013315326856,1.3369752442865195,30.162819455301474
4.663013315326856,1.3369752442865257,30.162819668881102
4.626145573257483,1.3738403819690266,31.768338144597653
4.626145573257483,1.373840381969047,31.768338823427328
4.589424156143292,1.4105589457696757,33.28404138777689
4.589424156143292,1.410558945769713,33.284042561737294
4.552849063984282,1.4471309399292789,34.71723041017361
4.552849063984282,1.447130939929238,34.717228859712115
4.516420296780453,1.4835563685261826,36.07442721425643
4.516420296780453,1.4835563685261404,36.074425683660536
4.4801378545318045,1.519835235487427,37.36149031396559
4.4801378545318045,1.5198352354874127,37.3614897791736
4.444001737238337,1.555967544598242,38.583691131047026
4.444001737238337,1.555967544598236,38.58369090545521
4.408011944900051,1.591953299510841,39.74578375364625
4.408011944900051,1.5919532995108359,39.74578358388723
4.372168477516946,1.6277925037525862,40.85206868000401
4.372168477516946,1.627792503752582,40.852068542119646
4.317934407047169,1.682019665315997,42.43630924516697
4.317934407047169,1.682019665315979,42.43630870864335
4.264038809329641,1.7359078513840869,43.91258021105436
4.264038809329642,1.7359078513840107,43.91257797246571
4.210481684364364,1.789457072927506,45.29147281316206
4.210481684364364,1.7894570729274282,45.291470693246076
4.157263032151336,1.842667340418928,46.582239742460295
4.157263032151336,1.8426673404188654,46.58223817496146
4.104382852690558,1.8955386638722869,47.79299611594202
4.104382852690558,1.8955386638722376,47.792994995587335
4.05184114598203,1.9480710528779337,48.93088921113866
4.05184114598203,1.948071052877894,48.93088838396636
3.999637912025751,2.0002645166341275,50.00223879770201
3.999637912025751,2.0002645166340955,50.00223818127165
3.947773150821722,2.0521190639753275,51.012653649478196
3.947773150821722,2.0521190639753013,51.01265318736982
