Va,Vb,Tb
5.0,1.0,10.0
4.999998424811904,1.0000015751894409,10.00012601504772
4.999998424812151,1.0000015751882347,10.000126014477575
4.999996849624303,1.0000031503764695,10.000252028955153
4.999996849624551,1.0000031503752633,10.000252028385011
4.99907801878616,1.0009218178597217,10.073664224887859
4.999078018786164,1.000921817933609,10.073664403628083
4.998159272380599,1.0018400751661714,10.146883124031012
4.998159272380599,1.0018400753136625,10.146883480150032
4.997240610407856,1.00275792266285,10.219909613335021
4.997240610407856,1.0027579228100862,10.219909967745032
4.9934059003833875,1.0065857212438258,10.522743838951829
4.9934059003833875,1.0065857222943166,10.522746289652389
4.994334160234906,1.0056596538280407,10.449731520482999
4.994334160234906,1.005659654435024,10.449732951512237
4.991428555519551,1.008557294727919,10.677658593174554
4.991428555519551,1.0085572940930598,10.677656976415923
4.988523796261793,1.011450850921196,10.903703735798498
4.988523796261793,1.0114508509003257,10.903703598624709
4.985619882461631,1.0143403340636465,11.127894445966906
4.985619882461631,1.0143403340429102,11.127894310765285
4.979814591234095,1.020107115938883,11.570793094492645
4.979814591234095,1.020107115840988,11.570792466454328
4.974012681836943,1.0258577119495798,12.0065168011648
4.974012681836943,1.0258577120043584,12.006517191818691
4.968214154270175,1.0315921942108726,12.435228886629629
4.968214154270175,1.0315921942658717,12.435229279321677
4.962419008533792,1.037310633612885,12.857084896266862
4.962419008533792,1.0373106336179447,12.857084960223998
4.956627244627793,1.0430131002983662,13.272235852121144
4.956627244627793,1.04301310030332,13.272235913941465
4.94203093588655,1.0573286471505123,14.290751985726418
4.94203093588655,1.057328647234942,14.290753010352466
4.927456150501383,1.0715440738559951,15.269772906654849
4.927456150501383,1.0715440739206916,15.269773548920288
4.91290288847229,1.0856604487307833,16.21139429739815
4.91290288847229,1.085660448552222,16.211391838688197
4.898371149799273,1.0996788126337518,17.117559803806227
4.898371149799273,1.099678812589231,17.117559078319818
4.88386093448233,1.1136001819284158,17.990096022513825
4.88386093448233,1.1136001819055246,17.990095589478127
4.869372242521463,1.127425547849515,18.830701993888454
4.869372242521463,1.1274255478283668,18.830701611700402
4.848506194479462,1.147205266918282,19.99043527227268
4.848506194479462,1.1472052668545614,19.99043417669185
4.82768494967981,1.1667899786845604,21.091398635292354
4.82768494967981,1.1667899786297264,21.091397795433817
4.806908508122506,1.1861824144647657,22.13760466155257
4.806908508122506,1.186182414582151,22.137606911329907
4.786176869807551,1.2053852184098093,23.13272464025231
4.786176869807551,1.2053852184604108,23.132725629611134
4.765490034734944,1.2244009509510403,24.080104407989438
4.765490034734944,1.2244009509652014,24.080104727792
4.744848002904685,1.2432320940391812,24.982813678392063
4.744848002904685,1.2432320940499846,24.982813913728425
4.724250774316774,1.2618810549127164,25.843670254298605
4.724250774316774,1.2618810549223198,25.84367044772403
4.694604007023136,1.2884786109498967,27.01745923221678
4.694604007023136,1.2884786109822366,27.01745985933189
4.66505055606236,1.3147083472272825,28.11648069725272
4.66505055606236,1.3147083473263699,28.1164825677926
4.635590421434444,1.3405767674227207,29.147014101653237
4.635590421434444,1.3405767675112528,29.147015645315417
4.60622360313939,1.3660901198332758,30.114665349724994
4.60622360313939,1.3660901199108615,30.11466661706378
4.576950101177197,1.391254414123095,31.02445839336024
4.576950101177197,1.3912544141891536,31.02445939421839
4.547769915547866,1.4160754362636536,31.880906645556415
4.547769915547866,1.4160754363207515,31.88090745060894
4.518683046251396,1.4405587622704155,32.68807565735226
4.518683046251396,1.4405587623198872,32.688076310059486
4.482126381589123,1.470968360463731,33.64159864364578
4.482126381589123,1.470968360557163,33.64159979508913
4.44571819193381,1.500859572198836,34.52911788700841
4.44571819193381,1.5008595722878209,34.529118878618505
4.4094584772854555,1.530242336835204,35.35646746079197
