0,0,39.746337890625,29
0,0,1.0,5
40,0,14.37109375,27
74,56.9140625,66.40625,21
0,0,6.443359375,23
0,0,15.49755859375,27
0,0,30.746337890625,29
70,58.609375,64.9375,19
0,12.49755859375,120.6195068359375,31
0,0,43.746337890625,29
0,0,41.746337890625,29
69,61.40625,65.625,17
18,0,6.609375,23
0,0,1.0,5
0,0,44.746337890625,29
0,0,49.746337890625,29
24,0,6.9140625,25
13,0,5.40625,21
0,0,14.49755859375,27
16,0,4.609375,23
0,0,7.443359375,23
51,50.0,52.0,5
0,0,45.746337890625,29
94,55.556640625,76.9140625,25
0,0,22.6650390625,25
73,55.9140625,65.40625,21
80,54.37109375,68.609375,23
80,54.37109375,68.609375,23
12,0,4.40625,21
82,56.37109375,70.609375,23
0,0,33.49755859375,27
16,0,4.609375,23
0,0,17.6650390625,25
0,0,25.49755859375,27
38,0,12.37109375,27
0,0,40.746337890625,29
0,0,1.59375,15
12,0,4.40625,21
0,0,4.390625,17
85,46.556640625,67.9140625,25
0,0,6.62890625,21
7,0,1.9375,19
0,0,36.746337890625,29
0,0,7.443359375,23
0,0,6.62890625,21
74,56.9140625,66.40625,21
98,40.3349609375,72.37109375,27
1,0,1,9
0,0,32.746337890625,29
0,0,10.6650390625,25
51,50.0,52.0,5
15,0,3.609375,23
0,0,44.746337890625,29
0,0,13.443359375,23
60,59.0,61.0,5
0,0,37.49755859375,27
0,0,15.443359375,23
0,0,2.390625,17
27,0,9.9140625,25
32,0,14.9140625,25
0,0,29.746337890625,29
0,0,38.746337890625,29
0,0,5.0859375,19
91,52.556640625,73.9140625,25
0,0,5.0859375,19
0,0,41.746337890625,29
96,38.3349609375,70.37109375,27
0,0,21.6650390625,25
10,0,2.40625,21
0,0,4.62890625,21
65,61.625,63.5,13
0,0,0.5,7
97,39.3349609375,71.37109375,27
33,0,7.37109375,27
0,0,34.746337890625,29
0,0,39.746337890625,29
0,0,1.0625,13
0,0,23.6650390625,25
0,0,18.49755859375,27
43,0,17.37109375,27
0,0,36.49755859375,27
42,0,16.37109375,27
0,0,4.390625,17
0,0,1.59375,15
6,0,2.625,17
0,0,1.375,11
70,58.609375,64.9375,19
0,0,1.59375,15
0,0,4.0859375,19
0,0,2.59375,15
70,58.609375,64.9375,19
8,0,2.9375,19
0,0,19.49755859375,27
0,0,13.6650390625,25
53,52.0,54.0,5
0,0,45.746337890625,29
34,0,8.37109375,27
0,0,31.49755859375,27
0,0,18.49755859375,27
32,0,14.9140625,25
